test	pin_file	area	verdict	evidence	declined_ref	pin_commit	sweep_date	confidence	source_doc
adjacent_builtin_frames_have_bounded_occupancy_and_content_churn	crates/warp_tui/src/zero_state_animation_tests.rs	warp-tui	MISSING-SUBSYSTEM	New at 42effe840: upstream added an interactive drag/flick rotation layer to the TUI zero-state logo. Test names `object_frame_at_with_background`; no definition of any of those exists in the fork (`grep -rE '(fn|struct|enum|const) <sym>' app/src crates lib` -> 0 hits). The fork ships `crates/warp_tui/src/zero_state_animation.rs` but only the idle-rotation half of it. Non-cloud: the pin file's `use` list reaches no `crate::server::`/`cloud_object`/`warp_graphql` module.		42effe840	2026-08-15	clean	issue-592-newtest-gap
background_stars_ignore_interactive_object_phase	crates/warp_tui/src/zero_state_animation_tests.rs	warp-tui	PORTABLE	New at 42effe840. Body calls only `super::LogoFrame::new(PANEL_SIZE)` and `super::draw_background_stars(&mut frame, elapsed)`, then asserts the two frames are equal. Both exist in the fork: `crates/warp_tui/src/zero_state_animation.rs:135 pub(crate) struct LogoFrame` and `:363 fn draw_background_stars(frame: &mut LogoFrame, elapsed: Duration)`. The 'interactive' axis is only in the name -- the body never touches the interaction API. Test-only gap.		42effe840	2026-08-15	clean	issue-592-newtest-gap
drag_starts_only_inside_current_object_bounds_and_captures_through_release	crates/warp_tui/src/zero_state_animation_tests.rs	warp-tui	MISSING-SUBSYSTEM	New at 42effe840: upstream added an interactive drag/flick rotation layer to the TUI zero-state logo. Test names `ZeroStateInteractionHandle, WarpLogoStyles`; no definition of any of those exists in the fork (`grep -rE '(fn|struct|enum|const) <sym>' app/src crates lib` -> 0 hits). The fork ships `crates/warp_tui/src/zero_state_animation.rs` but only the idle-rotation half of it. Non-cloud: the pin file's `use` list reaches no `crate::server::`/`cloud_object`/`warp_graphql` module.		42effe840	2026-08-15	clean	issue-592-newtest-gap
face_lingering_reparameterizes_interactive_and_reverse_phases_too	crates/warp_tui/src/zero_state_animation_tests.rs	warp-tui	MISSING-SUBSYSTEM	New at 42effe840: upstream added an interactive drag/flick rotation layer to the TUI zero-state logo. Test names `ZeroStateInteractionHandle, face_linger_angle, idle_angle, rotation_angle`; no definition of any of those exists in the fork (`grep -rE '(fn|struct|enum|const) <sym>' app/src crates lib` -> 0 hits). The fork ships `crates/warp_tui/src/zero_state_animation.rs` but only the idle-rotation half of it. Non-cloud: the pin file's `use` list reaches no `crate::server::`/`cloud_object`/`warp_graphql` module.		42effe840	2026-08-15	clean	issue-592-newtest-gap
fast_direction_reversal_is_rate_limited_from_the_last_applied_angle	crates/warp_tui/src/zero_state_animation_tests.rs	warp-tui	MISSING-SUBSYSTEM	New at 42effe840: upstream added an interactive drag/flick rotation layer to the TUI zero-state logo. Test names `ZeroStateInteractionHandle, MAX_INTERACTIVE_RADIANS_PER_SECOND`; no definition of any of those exists in the fork (`grep -rE '(fn|struct|enum|const) <sym>' app/src crates lib` -> 0 hits). The fork ships `crates/warp_tui/src/zero_state_animation.rs` but only the idle-rotation half of it. Non-cloud: the pin file's `use` list reaches no `crate::server::`/`cloud_object`/`warp_graphql` module.		42effe840	2026-08-15	clean	issue-592-newtest-gap
filtered_releases_keep_the_established_reverse_direction	crates/warp_tui/src/zero_state_animation_tests.rs	warp-tui	MISSING-SUBSYSTEM	New at 42effe840: upstream added an interactive drag/flick rotation layer to the TUI zero-state logo. Test names `ZeroStateInteractionHandle, MOMENTUM_SETTLE_DURATION`; no definition of any of those exists in the fork (`grep -rE '(fn|struct|enum|const) <sym>' app/src crates lib` -> 0 hits). The fork ships `crates/warp_tui/src/zero_state_animation.rs` but only the idle-rotation half of it. Non-cloud: the pin file's `use` list reaches no `crate::server::`/`cloud_object`/`warp_graphql` module.		42effe840	2026-08-15	clean	issue-592-newtest-gap
hidden_or_too_small_animation_has_no_drag_target	crates/warp_tui/src/zero_state_animation_tests.rs	warp-tui	MISSING-SUBSYSTEM	New at 42effe840: upstream added an interactive drag/flick rotation layer to the TUI zero-state logo. Test names `ZeroStateInteractionHandle`; no definition of any of those exists in the fork (`grep -rE '(fn|struct|enum|const) <sym>' app/src crates lib` -> 0 hits). The fork ships `crates/warp_tui/src/zero_state_animation.rs` but only the idle-rotation half of it. Non-cloud: the pin file's `use` list reaches no `crate::server::`/`cloud_object`/`warp_graphql` module.		42effe840	2026-08-15	clean	issue-592-newtest-gap
horizontal_drag_scrubs_both_directions_with_retuned_sensitivity	crates/warp_tui/src/zero_state_animation_tests.rs	warp-tui	MISSING-SUBSYSTEM	New at 42effe840: upstream added an interactive drag/flick rotation layer to the TUI zero-state logo. Test names `ZeroStateInteractionHandle, idle_angle`; no definition of any of those exists in the fork (`grep -rE '(fn|struct|enum|const) <sym>' app/src crates lib` -> 0 hits). The fork ships `crates/warp_tui/src/zero_state_animation.rs` but only the idle-rotation half of it. Non-cloud: the pin file's `use` list reaches no `crate::server::`/`cloud_object`/`warp_graphql` module.		42effe840	2026-08-15	clean	issue-592-newtest-gap
idle_animation_uses_a_fifteen_frame_per_second_cadence	crates/warp_tui/src/zero_state_animation_tests.rs	warp-tui	PORTABLE	New at 42effe840. Whole body is `assert_eq!(REPAINT_INTERVAL, Duration::from_millis(66));`. The fork already has that exact constant with that exact value -- `crates/warp_tui/src/zero_state_animation.rs:48: const REPAINT_INTERVAL: Duration = Duration::from_millis(66);` -- and no fork test asserts it (`grep -n REPAINT_INTERVAL crates/warp_tui/src/zero_state_animation_tests.rs` -> 0 hits). Test-only gap.		42effe840	2026-08-15	clean	issue-592-newtest-gap
idle_frames_are_unchanged_without_interaction	crates/warp_tui/src/zero_state_animation_tests.rs	warp-tui	MISSING-SUBSYSTEM	New at 42effe840: upstream added an interactive drag/flick rotation layer to the TUI zero-state logo. Test names `configured_idle_velocity, idle_angle, object_frame_at_angle`; no definition of any of those exists in the fork (`grep -rE '(fn|struct|enum|const) <sym>' app/src crates lib` -> 0 hits). The fork ships `crates/warp_tui/src/zero_state_animation.rs` but only the idle-rotation half of it. Non-cloud: the pin file's `use` list reaches no `crate::server::`/`cloud_object`/`warp_graphql` module.		42effe840	2026-08-15	clean	issue-592-newtest-gap
interaction_phase_is_independent_of_repaint_schedule	crates/warp_tui/src/zero_state_animation_tests.rs	warp-tui	MISSING-SUBSYSTEM	New at 42effe840: upstream added an interactive drag/flick rotation layer to the TUI zero-state logo. Test names `ZeroStateInteractionHandle`; no definition of any of those exists in the fork (`grep -rE '(fn|struct|enum|const) <sym>' app/src crates lib` -> 0 hits). The fork ships `crates/warp_tui/src/zero_state_animation.rs` but only the idle-rotation half of it. Non-cloud: the pin file's `use` list reaches no `crate::server::`/`cloud_object`/`warp_graphql` module.		42effe840	2026-08-15	clean	issue-592-newtest-gap
interaction_survives_resize_and_rebuild_then_resets_on_zero_state_exit	crates/warp_tui/src/zero_state_animation_tests.rs	warp-tui	MISSING-SUBSYSTEM	New at 42effe840: upstream added an interactive drag/flick rotation layer to the TUI zero-state logo. Test names `ZeroStateInteractionHandle, idle_angle, object_frame_at_angle`; no definition of any of those exists in the fork (`grep -rE '(fn|struct|enum|const) <sym>' app/src crates lib` -> 0 hits). The fork ships `crates/warp_tui/src/zero_state_animation.rs` but only the idle-rotation half of it. Non-cloud: the pin file's `use` list reaches no `crate::server::`/`cloud_object`/`warp_graphql` module.		42effe840	2026-08-15	clean	issue-592-newtest-gap
leaving_the_zero_state_restores_forward_idle_direction	crates/warp_tui/src/zero_state_animation_tests.rs	warp-tui	MISSING-SUBSYSTEM	New at 42effe840: upstream added an interactive drag/flick rotation layer to the TUI zero-state logo. Test names `ZeroStateInteractionHandle, MOMENTUM_SETTLE_DURATION, idle_angle`; no definition of any of those exists in the fork (`grep -rE '(fn|struct|enum|const) <sym>' app/src crates lib` -> 0 hits). The fork ships `crates/warp_tui/src/zero_state_animation.rs` but only the idle-rotation half of it. Non-cloud: the pin file's `use` list reaches no `crate::server::`/`cloud_object`/`warp_graphql` module.		42effe840	2026-08-15	clean	issue-592-newtest-gap
logo_mask_preserves_the_offset_warp_faces	crates/warp_tui/src/zero_state_animation_tests.rs	warp-tui	DIVERGENT	(branding, #384) — `logo_mask_preserves_the_offset_warp_faces` tests exact points against `warp_logo_contains`/`UPPER_FACE`/`LOWER_FACE` (Warp's copyrighted logo geometry), which this fork deliberately replaced with a ge [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/warp-tui.md
object_bounds_cover_custom_and_edge_on_objects_but_not_background_stars	crates/warp_tui/src/zero_state_animation_tests.rs	warp-tui	MISSING-SUBSYSTEM	New at 42effe840: upstream added an interactive drag/flick rotation layer to the TUI zero-state logo. Test names `object_frame_at_angle`; no definition of any of those exists in the fork (`grep -rE '(fn|struct|enum|const) <sym>' app/src crates lib` -> 0 hits). The fork ships `crates/warp_tui/src/zero_state_animation.rs` but only the idle-rotation half of it. Non-cloud: the pin file's `use` list reaches no `crate::server::`/`cloud_object`/`warp_graphql` module.		42effe840	2026-08-15	clean	issue-592-newtest-gap
pause_before_first_drag_does_not_accumulate_rate_limit_allowance	crates/warp_tui/src/zero_state_animation_tests.rs	warp-tui	MISSING-SUBSYSTEM	New at 42effe840: upstream added an interactive drag/flick rotation layer to the TUI zero-state logo. Test names `ZeroStateInteractionHandle, MAX_INTERACTIVE_RADIANS_PER_SECOND, idle_angle`; no definition of any of those exists in the fork (`grep -rE '(fn|struct|enum|const) <sym>' app/src crates lib` -> 0 hits). The fork ships `crates/warp_tui/src/zero_state_animation.rs` but only the idle-rotation half of it. Non-cloud: the pin file's `use` list reaches no `crate::server::`/`cloud_object`/`warp_graphql` module.		42effe840	2026-08-15	clean	issue-592-newtest-gap
press_and_click_without_horizontal_motion_preserve_phase_and_velocity	crates/warp_tui/src/zero_state_animation_tests.rs	warp-tui	MISSING-SUBSYSTEM	New at 42effe840: upstream added an interactive drag/flick rotation layer to the TUI zero-state logo. Test names `ZeroStateInteractionHandle, idle_angle`; no definition of any of those exists in the fork (`grep -rE '(fn|struct|enum|const) <sym>' app/src crates lib` -> 0 hits). The fork ships `crates/warp_tui/src/zero_state_animation.rs` but only the idle-rotation half of it. Non-cloud: the pin file's `use` list reaches no `crate::server::`/`cloud_object`/`warp_graphql` module.		42effe840	2026-08-15	clean	issue-592-newtest-gap
recent_release_velocity_follows_the_final_direction_after_reversal	crates/warp_tui/src/zero_state_animation_tests.rs	warp-tui	MISSING-SUBSYSTEM	New at 42effe840: upstream added an interactive drag/flick rotation layer to the TUI zero-state logo. Test names `ActivePress, FLICK_RELEASE_VELOCITY_GAIN`; no definition of any of those exists in the fork (`grep -rE '(fn|struct|enum|const) <sym>' app/src crates lib` -> 0 hits). The fork ships `crates/warp_tui/src/zero_state_animation.rs` but only the idle-rotation half of it. Non-cloud: the pin file's `use` list reaches no `crate::server::`/`cloud_object`/`warp_graphql` module.		42effe840	2026-08-15	clean	issue-592-newtest-gap
recent_release_velocity_handles_sparse_edge_crossing_flick	crates/warp_tui/src/zero_state_animation_tests.rs	warp-tui	MISSING-SUBSYSTEM	New at 42effe840: upstream added an interactive drag/flick rotation layer to the TUI zero-state logo. Test names `ZeroStateInteractionHandle, MAX_INTERACTIVE_RADIANS_PER_SECOND`; no definition of any of those exists in the fork (`grep -rE '(fn|struct|enum|const) <sym>' app/src crates lib` -> 0 hits). The fork ships `crates/warp_tui/src/zero_state_animation.rs` but only the idle-rotation half of it. Non-cloud: the pin file's `use` list reaches no `crate::server::`/`cloud_object`/`warp_graphql` module.		42effe840	2026-08-15	clean	issue-592-newtest-gap
recent_release_velocity_is_hard_clamped	crates/warp_tui/src/zero_state_animation_tests.rs	warp-tui	MISSING-SUBSYSTEM	New at 42effe840: upstream added an interactive drag/flick rotation layer to the TUI zero-state logo. Test names `ActivePress, MAX_INTERACTIVE_RADIANS_PER_SECOND`; no definition of any of those exists in the fork (`grep -rE '(fn|struct|enum|const) <sym>' app/src crates lib` -> 0 hits). The fork ships `crates/warp_tui/src/zero_state_animation.rs` but only the idle-rotation half of it. Non-cloud: the pin file's `use` list reaches no `crate::server::`/`cloud_object`/`warp_graphql` module.		42effe840	2026-08-15	clean	issue-592-newtest-gap
recent_release_velocity_pause_before_release_resumes_idle_phase_continuously	crates/warp_tui/src/zero_state_animation_tests.rs	warp-tui	MISSING-SUBSYSTEM	New at 42effe840: upstream added an interactive drag/flick rotation layer to the TUI zero-state logo. Test names `ZeroStateInteractionHandle`; no definition of any of those exists in the fork (`grep -rE '(fn|struct|enum|const) <sym>' app/src crates lib` -> 0 hits). The fork ships `crates/warp_tui/src/zero_state_animation.rs` but only the idle-rotation half of it. Non-cloud: the pin file's `use` list reaches no `crate::server::`/`cloud_object`/`warp_graphql` module.		42effe840	2026-08-15	clean	issue-592-newtest-gap
recent_release_velocity_rejects_stale_or_one_cell_motion	crates/warp_tui/src/zero_state_animation_tests.rs	warp-tui	MISSING-SUBSYSTEM	New at 42effe840: upstream added an interactive drag/flick rotation layer to the TUI zero-state logo. Test names `ActivePress`; no definition of any of those exists in the fork (`grep -rE '(fn|struct|enum|const) <sym>' app/src crates lib` -> 0 hits). The fork ships `crates/warp_tui/src/zero_state_animation.rs` but only the idle-rotation half of it. Non-cloud: the pin file's `use` list reaches no `crate::server::`/`cloud_object`/`warp_graphql` module.		42effe840	2026-08-15	clean	issue-592-newtest-gap
recent_release_velocity_tracks_speed_for_the_same_distance	crates/warp_tui/src/zero_state_animation_tests.rs	warp-tui	MISSING-SUBSYSTEM	New at 42effe840: upstream added an interactive drag/flick rotation layer to the TUI zero-state logo. Test names `ActivePress, FLICK_RELEASE_VELOCITY_GAIN`; no definition of any of those exists in the fork (`grep -rE '(fn|struct|enum|const) <sym>' app/src crates lib` -> 0 hits). The fork ships `crates/warp_tui/src/zero_state_animation.rs` but only the idle-rotation half of it. Non-cloud: the pin file's `use` list reaches no `crate::server::`/`cloud_object`/`warp_graphql` module.		42effe840	2026-08-15	clean	issue-592-newtest-gap
